,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,RightToReply,Distance,NewRatingPending,links,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,geocode.longitude,geocode.latitude,meta.dataSource,meta.extractDate,meta.itemCount,meta.returncode,meta.totalCount,meta.totalPages,meta.pageSize,meta.pageNumber
10,782086,0,226636,5A,Restaurant/Cafe/Canteen,1,,,5a Lockview Road,Belfast,BT9 5FH,,5,fhrs_5_en-gb,2019-06-10T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/782086'}]",0.0,5.0,0.0,-5.931074,54.572954,,0001-01-01T00:00:00,0,,0,0,0,0
11,1318265,0,258454,7 Spice,Restaurant/Cafe/Canteen,1,Unit 7 Saint Annes Square,,11 Edward Street,Belfast,BT1 2LN,,5,fhrs_5_en-gb,2021-01-25T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1318265'}]",0.0,0.0,0.0,-5.92719,54.603455,,0001-01-01T00:00:00,0,,0,0,0,0
12,57218,0,129030,A McCord,Manufacturers/packers,7839,,,257 Castlereagh Road,Belfast,BT5 5FL,,5,fhrs_5_en-gb,2021-05-05T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57218'}]",0.0,5.0,5.0,-5.891414,54.585649,,0001-01-01T00:00:00,0,,0,0,0,0
13,1208234,0,254468,A Nice Sip,Restaurant/Cafe/Canteen,1,,,7 Stranmillis Road,Belfast,BT9 5AF,,5,fhrs_5_en-gb,2020-01-27T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1208234'}]",5.0,5.0,5.0,-5.93643712997437,54.5822105407715,,0001-01-01T00:00:00,0,,0,0,0,0
14,1437980,0,262007,A Peculiar Tea,Restaurant/Cafe/Canteen,1,,,44 University Road,Belfast,BT7 1NJ,,5,fhrs_5_en-gb,2022-02-02T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1437980'}]",5.0,5.0,5.0,-5.935736,54.585973,,0001-01-01T00:00:00,0,,0,0,0,0
15,1108182,0,250836,A. Eckert,Manufacturers/packers,7839,,,,,BT4 ,,5,fhrs_5_en-gb,2019-11-11T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1108182'}]",0.0,0.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
16,57631,0,129396,Abbeyfield Belfast Society,Caring Premises,5,,,430 Lisburn Road,Belfast,BT9 6GN,,5,fhrs_5_en-gb,2020-01-08T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57631'}]",0.0,0.0,0.0,-5.960225,54.572057,,0001-01-01T00:00:00,0,,0,0,0,0
17,57097,0,128941,Abbeyfield Belfast Society,Caring Premises,5,,,153 Belmont Church Road,Belfast,BT4 2DA,,5,fhrs_5_en-gb,2017-08-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57097'}]",0.0,0.0,0.0,-5.865907,54.600386,,0001-01-01T00:00:00,0,,0,0,0,0
18,57679,0,129432,Abbeyfield Belfast Society,Caring Premises,5,,,18 Maryville Park,Belfast,BT9 6LN,,5,fhrs_5_en-gb,2019-09-25T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57679'}]",5.0,5.0,0.0,-5.960544,54.57031,,0001-01-01T00:00:00,0,,0,0,0,0
19,57190,0,129005,Abbeyfield Belfast Society,Caring Premises,5,Voysey House,,12 Cadogan Park,Belfast,BT9 6HG,,5,fhrs_5_en-gb,2019-11-06T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57190'}]",0.0,0.0,0.0,-5.951101,54.576045,,0001-01-01T00:00:00,0,,0,0,0,0
20,785832,0,226908,Abbeyfield Belfast Society,Caring Premises,5,Abbeyfield Belfast - Hamilton House,,9 Kings Road,Belfast,BT5 6JJ,,5,fhrs_5_en-gb,2019-10-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/785832'}]",5.0,5.0,5.0,-5.865618,54.592869,,0001-01-01T00:00:00,0,,0,0,0,0
21,57287,0,129092,Abbeyfield Belfast Society,Caring Premises,5,,,132 Cregagh Road,Belfast,BT6 9ES,,5,fhrs_5_en-gb,2021-06-04T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57287'}]",0.0,0.0,5.0,-5.896998,54.580561,,0001-01-01T00:00:00,0,,0,0,0,0
22,148947,0,94861,Abbeyfield Belfast Society,Caring Premises,5,,,10-12 Kings Road,Belfast,BT5 6JJ,,5,fhrs_5_en-gb,2021-06-24T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/148947'}]",5.0,0.0,0.0,-5.865618,54.592869,,0001-01-01T00:00:00,0,,0,0,0,0
23,57615,0,129382,Abbotts Meats,Manufacturers/packers,7839,,,211 Lisburn Road,Belfast,BT9 7EJ,,5,fhrs_5_en-gb,2020-01-29T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57615'}]",0.0,0.0,5.0,-5.947143,54.582177,,0001-01-01T00:00:00,0,,0,0,0,0
24,1155083,0,252400,Ability Cafe,Restaurant/Cafe/Canteen,1,Belfast City Hospital,,51 Lisburn Road,Belfast,BT9 7TS,,5,fhrs_5_en-gb,2019-09-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1155083'}]",5.0,5.0,5.0,-5.94107484817505,54.5871696472168,,0001-01-01T00:00:00,0,,0,0,0,0
25,59118,0,130504,Abingdon Manor Care Centre,Caring Premises,5,,,949 Crumlin Road,Belfast,BT14 8FG,,5,fhrs_5_en-gb,2021-05-20T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/59118'}]",5.0,5.0,5.0,-5.975404,54.625826,,0001-01-01T00:00:00,0,,0,0,0,0
26,873804,0,232417,Absolutely Chicken,Takeaway/sandwich shop,7844,,,158 Lisburn Road,Belfast,BT9 6AJ,,5,fhrs_5_en-gb,2019-02-27T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/873804'}]",5.0,5.0,0.0,-5.945311,54.582928,,0001-01-01T00:00:00,0,,0,0,0,0
27,1057552,0,246930,AC Hotel by Marriott,Restaurant/Cafe/Canteen,1,,,Donegall Quay,Belfast,BT1 3FE,,5,fhrs_5_en-gb,2018-09-04T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1057552'}]",0.0,5.0,5.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
28,1047473,0,245998,AC Meats,Manufacturers/packers,7839,,,326 Beersbridge Road,Belfast,BT5 5DY,,5,fhrs_5_en-gb,2018-05-29T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1047473'}]",0.0,5.0,5.0,-5.888197,54.59341,,0001-01-01T00:00:00,0,,0,0,0,0
29,551284,0,194732,Acapulco Mexican Restaurant LLP,Restaurant/Cafe/Canteen,1,,,257 Upper Newtownards Road,Belfast,BT4 3JF,,5,fhrs_5_en-gb,2019-09-26T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/551284'}]",0.0,5.0,5.0,-5.86672115325928,54.5948829650879,,0001-01-01T00:00:00,0,,0,0,0,0
30,1373147,0,259661,Acrewood Day Care,Restaurant/Cafe/Canteen,1,,,321 Grosvenor Road,Belfast,BT12 4LP,,5,fhrs_5_en-gb,2021-04-29T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1373147'}]",0.0,5.0,0.0,-5.9519075,54.5954737,,0001-01-01T00:00:00,0,,0,0,0,0
31,58716,0,130141,Actons,Restaurant/Cafe/Canteen,1,,,17 Brunswick Street,Belfast,BT2 7GE,,5,fhrs_5_en-gb,2020-02-20T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58716'}]",5.0,5.0,5.0,-5.933236,54.59531,,0001-01-01T00:00:00,0,,0,0,0,0
32,1153366,0,252327,Acute Mental Health Unit,Caring Premises,5,Belfast City Hospital,,51 Lisburn Road,Belfast,BT9 7JL,,5,fhrs_5_en-gb,2019-09-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1153366'}]",5.0,0.0,0.0,-5.9398187,54.5878923,,0001-01-01T00:00:00,0,,0,0,0,0
33,1047471,0,245960,ADA Restaurant,Restaurant/Cafe/Canteen,1,,,34-36 King Street,Belfast,BT1 6AD,,5,fhrs_5_en-gb,2018-05-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1047471'}]",5.0,5.0,5.0,-5.93464,54.598758,,0001-01-01T00:00:00,0,,0,0,0,0
34,56932,0,128800,Adelaide House,Caring Premises,5,Adelaide House,,24-26 Adelaide Park,Belfast,BT9 6FX,,5,fhrs_5_en-gb,2021-06-10T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/56932'}]",5.0,0.0,0.0,-5.949619,54.577538,,0001-01-01T00:00:00,0,,0,0,0,0
35,57817,0,129551,Adult Residential Unit,Caring Premises,5,,,611 Ormeau Road,Belfast,BT7 3JD,,5,fhrs_5_en-gb,2019-05-21T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57817'}]",0.0,0.0,0.0,-5.914088,54.56729,,0001-01-01T00:00:00,0,,0,0,0,0
36,60239,0,131605,Adventures Day Nursery,Caring Premises,5,,,146 Glen Road,Belfast,BT11 8BN,,5,fhrs_5_en-gb,2021-10-05T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/60239'}]",5.0,0.0,0.0,-5.990751,54.580582,,0001-01-01T00:00:00,0,,0,0,0,0
37,59174,0,130560,Advice Space,Restaurant/Cafe/Canteen,1,,,Westminster Avenue North,Belfast,BT4 1NS,,5,fhrs_5_en-gb,2019-05-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/59174'}]",0.0,0.0,0.0,-5.888448,54.598724,,0001-01-01T00:00:00,0,,0,0,0,0
38,1056528,0,246855,Aguacate Grill,Mobile caterer,7846,,,,,BT9 ,,5,fhrs_5_en-gb,2018-06-05T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1056528'}]",5.0,5.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
39,1137786,0,250925,Air-tastic,Restaurant/Cafe/Canteen,1,Unit 5/6 Westwood Shopping Centre,,51 Kennedy Way,Belfast,BT11 9BQ,,5,fhrs_5_en-gb,2019-05-28T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1137786'}]",0.0,0.0,5.0,-5.97737121582031,54.577449798584,,0001-01-01T00:00:00,0,,0,0,0,0
40,59971,0,131317,Aisling Day Care,Caring Premises,5,Unit 3,,1A Hannahstown Hill,Belfast,BT17 0LT,,5,fhrs_5_en-gb,2019-12-17T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/59971'}]",0.0,0.0,5.0,-6.025465,54.579527,,0001-01-01T00:00:00,0,,0,0,0,0
41,58177,0,129878,Albertbridge Road Filling Station,Retailers - other,4613,Bp Filling Station,,310 Albertbridge Road,Belfast,BT5 4GX,,5,fhrs_5_en-gb,2021-07-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58177'}]",5.0,5.0,5.0,-5.895621,54.597376,,0001-01-01T00:00:00,0,,0,0,0,0
42,57336,0,129128,Alberto's,Other catering premises,7841,Unit 10 Westlink Enterprise C,,30-50 Distillery Street,Belfast,BT12 5BJ,,5,fhrs_5_en-gb,2020-09-24T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57336'}]",0.0,0.0,0.0,-5.945377,54.5939,,0001-01-01T00:00:00,0,,0,0,0,0
43,58919,0,130336,Aldos,Takeaway/sandwich shop,7844,,,396 Falls Road,Belfast,BT12 6DJ,,5,fhrs_5_en-gb,2021-09-14T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58919'}]",5.0,5.0,5.0,-5.969124,54.589026,,0001-01-01T00:00:00,0,,0,0,0,0
44,854657,0,220124,Aleksanders,Manufacturers/packers,7839,,,53 Springbank Industrial Estate,Belfast,BT17 0YU,,5,fhrs_5_en-gb,2019-01-22T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/854657'}]",5.0,5.0,5.0,-6.03075313568115,54.5684013366699,,0001-01-01T00:00:00,0,,0,0,0,0
45,56943,0,128814,Alexandra Social and Recreation Club,Pub/bar/nightclub,7843,Social And Recreation Club,,170 Alexandra Park Avenue,Belfast,BT15 3GJ,,5,fhrs_5_en-gb,2017-07-03T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/56943'}]",0.0,5.0,0.0,-5.93047285079956,54.6186676025391,,0001-01-01T00:00:00,0,,0,0,0,0
46,1170642,0,252802,Algelato,Restaurant/Cafe/Canteen,1,,,225-227 Upper Newtownards Road,Belfast,BT4 3JF,,5,fhrs_5_en-gb,2019-12-04T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1170642'}]",5.0,5.0,5.0,-5.8687087,54.5950884,,0001-01-01T00:00:00,0,,0,0,0,0
47,57145,0,128990,Alibi,Pub/bar/nightclub,7843,,,23-31 Bradbury Place,Belfast,BT7 1RR,,5,fhrs_5_en-gb,2018-10-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57145'}]",0.0,0.0,0.0,-5.935626,54.588441,,0001-01-01T00:00:00,0,,0,0,0,0
48,57085,0,128929,All Saints College,School/college/university,7845,,,65 Beechmount Avenue,Belfast,BT12 7NA,,5,fhrs_5_en-gb,2019-10-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57085'}]",5.0,5.0,5.0,-5.9604497,54.5948458,,0001-01-01T00:00:00,0,,0,0,0,0
49,57476,0,129262,All Saints College - Glen Road Campus,School/college/university,7845,,,146a Glen Road,Belfast,BT11 8BN,,5,fhrs_5_en-gb,2019-10-22T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57476'}]",5.0,0.0,0.0,-5.990751,54.580582,,0001-01-01T00:00:00,0,,0,0,0,0
